1,1.1901,0.6632,0.4940,0.8476
2,0.3792,0.8850,0.3674,0.8840
3,0.1951,0.9408,0.4018,0.8790
4,0.1023,0.9693,0.3699,0.8944
5,0.0596,0.9821,0.4155,0.8930
